"SPEN" "PIK3CA" "HMCN1" "TP53" "TTN" "FAT3" "FLG" "HYDIN" "CSMD1" "USH2A" "MUC16" "MAP2" "LRP1B" "SYNE1" "RYR3" "ZFHX4" "MDN1" "COL6A3" "PCLO" "APOB" "DNAH9" "ZDBF2" "KIAA1409" "NEB" "CACNA1E" "FAT1" "FN1" "DNAH3" "FBN1" "TEX15" "ODZ3" "GPR98" "PLXNA4" "FAT4" "VPS13B" "RYR2" "CENPF" "PKHD1" "SACS" "APC" "ADAMTS12" "OBSCN" "ABCA13" "FAT2" "DST" "ODZ1" "XIRP2" "TECTA" "CMYA5" "ABCA12" "AHNAK2" "ATM" "DNAH2" "DNAH11" "LRP2" "DNAH5" "KALRN" "CSMD2" "VCAN" "DNAH8" "FREM2" "DCHS2" "RELN" "ANK2" "SYNE2" "DYNC2H1" "PKHD1L1" "GRIN2A" "TG" "RYR1" "DMD" "TNC" "KIAA1109" "TIAM1" "CUBN" "IDH1" "Unknown" "ATRX" "EGFR" "PTEN" "CIC" "NF1" "FAM135B" "MUC5B" "CTNND2" "C15orf2" "FRG1B" "MUC6" "VHL" "SETD2" "MUC4" "ADAM6" "BAP1" "PRUNE2" "LAMA2" "NELL1" "HCN1" "ZNF208" "ANKRD30A" "PKD1L1" "COL3A1" "ASTN1" "FAM47B" "ODZ2" "COL11A1" "CSMD3" "TSHZ2" "DSEL" "COL1A2" "MTR" "RIMBP2" "ZFP64" "ATRNL1" "KCNA5" "TMEM132D" "WDFY3" "EPHA3" "RANBP2" "TEP1" "MLL2" "KCNQ3" "VWF" "CHD3" "ASXL1" "ZFAT" "MBD6" "TUBGCP6" "B2M" "STAG1" "TRANK1" "SPEF2" "THBS2" "COL24A1" "WRN" "ABCC8" "PTPRJ" "ZNF676" "PTPRT" "KANK1" "CREBBP" "CASC3" "EP400" "LOC643677" "MACF1" "DNAH7" "GPR112" "HUWE1" "ARID1A" "BIRC6" "ASPM" "MLL3" "ZFHX3" "NBEA" "HERC2" "MKI67" "LRRK2" "PCDH15" "VPS13C" "ZNF292" "BAI3" "BRCA2" "MUC17" "USP9X" "ANK3" "SI" "OTOGL" "UTRN" "F5" "PDE4DIP" "HERC1" "ITPR1" "DNAH10" "AHNAK" "MLL4" "DMXL2" "LOC100287226" "RIMS1" "CHD7" "ANKRD30B" "MYO18B" "UNC80" "FBN2" "TAF1" "LYST" "PLCE1" "SCN2A" "VPS13A" "MGAM" "KIAA0947" "TLN2" "MYO16" "TRIO" "CUL9" "ODZ4" "RP1" "COL12A1" "KIF20B" "AFF2" "FCGBP" "ASXL3" "TACC2" "PTPRZ1" "MYH2" "NALCN" "SVEP1" "PCDH17" "SPTBN1" "C2orf16" "CCDC88A" "DCHS1" "ASH1L" "ZNF462" "ARAP2" "MYH11" "PTPN13" "DOCK1" "SETX" "ITPR2" "SYCP2" "CCNB3" "WDFY4" "DMBT1" "EYS" "PEG3" "MED13L" "HIVEP1" "CDH10" "DOPEY2" "MYOM2" "ABCB1" "DOCK10" "MLL" "ALMS1" "MYO10" "PIKFYVE" "HEATR7B2" "FRAS1" "CNTNAP2" "LAMA1" "ATP10A" "SYTL2" "GPR158" "LAMB4" "AKAP6" "BDP1" "PRKDC" "DOCK2" "MAP3K5" "CDH8" "DENND4C" "FNDC1" "CNTNAP4" "MAP3K1" "ASCC3" "ATP8A2" "TRRAP" "RNF213" "MYH7" "KIAA2026" "DNAH17" "BOD1L" "PCDH19" "COL4A6" "CIT" "CRB1" "SCN7A" "ARFGEF2" "PKD1L2" "AKAP9" "MED12" "MYT1L" "NCAM2" "DNAH12" "MSH4" "ATP1A2" "CHD8" "CHD6" "SIPA1L1" "UNC13C" "RGPD3" "SYNJ1" "CNTN6" "SCN8A" "ABCB5" "EPHA5" "PDZRN4" "PXDNL" "DNAH6" "F8" "ABCA8" "MTOR" "PPP1R3A" "ATP7A" "STARD9" "POLE" "MAP1A" "RIF1" "MIA3" "MAGI2" "PPFIA2" "RNF17" "BCOR" "SCN3A" "SDK1" "TAF1L" "PTPN14" "DOPEY1" "DOCK4" "AHCTF1" "NWD1" "FSIP2" "ABCB4" "CXorf57" "PLCG2" "TSHZ3" "GAPVD1" "PTCH1" "SLITRK3" "C11orf41" "PCDHGB1" "DNHD1" "MED14" "YSK4" "HECW2" "DIAPH3" "LRRC7" "MAGI1" "GRIN2B" "MYH8" "DYNC1H1" "MYH3" "JMJD1C" "CAD" "ADAMTS3" "SBF2" "POLQ" "ABCA10" "STXBP5L" "NID1" "DIAPH2" "HFM1" "CUX1" "TPR" "FRY" "NRK" "LIFR" "KAT6A" "CACNA1S" "GRM5" "GOLGB1" "LOXHD1" "PLXNC1" "ZC3H13" "NRXN3" "SLITRK2" "ANO4" "PLXNA2" "KIAA1210" "HEPH" "FANCM" "MYH6" "COL6A6" "NBEAL1" "MED13" "CCDC132" "FREM1" "SEMA6D" "LRRIQ1" "SAMD9" "NCOR1" "PHF3" "SYNM" "KRAS" "IGSF1" "ZMYM3" "LRBA" "EPG5" "DNAH14" "NRG1" "XRN2" "RP1L1" "TMEM131" "ROBO1" "RTTN" "KIF21A" "SCN1A" "FLG2" "SPG11" "ZNF407" "SCN9A" "VPRBP" "CR1" "ATG2B" "FAM135A" "TET1" "THADA" "CENPE" "SLC12A1" "C20orf26" "VPS13D" "PDGFRA" "BRWD3" "PTPRQ" "HEATR1" "PPL" "KIF16B" "CHD9" "MGA" "IGF2R" "ZNF99" "MORC4" "CNTN4" "ADAMTS20" "MCF2L2" "MPDZ" "TNIK" "MYO9A" "GPR179" "DNMBP" "CUL7" "CNTNAP5" "IQGAP2" "NAV3" "THSD7A" "ITGAM" "PCDHB5" "UNC79" "CACNA2D3" "GPRASP1" "FAM83B" "SMG1" "SRRM2" "PHLDB2" "SNRNP200" "KIRREL" "SCAPER" "PCDHA8" "EPHB1" "LRRK1" "CELSR2" "CLASP1" "SLC9A10" "REV3L" "FILIP1" "TRPA1" "A2M" "TNRC6A" "COL19A1" "MSH6" "CDK5RAP2" "SAMD9L" "CACNA1G" "ADAM7" "MAGEC1" "ERBB4" "TPTE" "LRP6" "CACNA1F" "ARHGAP31" "AKAP11" "MYO15A" "CNOT1" "PCDH11X" "NYNRIN" "CCDC73" "DOCK11" "POLA1" "PTPRK" "MXRA5" "KCNT2" "ROS1" "ZEB2" "OTOF" "ZNF709" "PRPF8" "IGSF10" "ANO2" "NRXN1" "SLITRK4" "BRDT" "MON2" "ABCA1" "DSCAML1" "TDRD6" "ARHGAP20" "PCDHGA12" "CPS1" "ARFGEF1" "SPTB" "DEPDC5" "LRP1" "ALG13" "HRNR" "PDZD2" "SORL1" "RASA1" "COL6A5" "TET2" "ANKRD36" "ABCA5" "PLEKHH2" "NFASC" "PAPPA" "FREM3" "PIK3CG" "BSN" "TRPC4" "DGKI" "DUSP27" "PCDHA7" "WDR96" "CEP170" "WDR17" "MCF2" "YLPM1" "PPP2R1A" "DMXL1" "NOS1" "KIF14" "ZC3H12B" "STAG2" "ENPP2" "TRPS1" "ADCY9" "MAP7D2" "TRIP12" "FLNB" "SRGAP1" "PCDHGA5" "CYLC1" "AQR" "DLC1" "ALS2CR11" "CARD6" "SULF1"
"SPEN" 13 2 2 9 9 4 3 5 4 5 6 1 6 2 2 5 1 3 4 5 4 2 3 3 2 5 1 3 2 3 0 2 3 3 0 5 2 4 1 0 3 3 3 3 3 4 6 2 1 1 3 1 0 2 4 2 0 4 3 1 0 4 4 4 2 1 3 0 1 2 2 0 4 2 1 0 10 2 2 0 0 2 2 2 3 4 1 2 0 1 1 0 0 3 3 1 1 3 1 4 2 4 2 4 3 7 2 1 2 1 0 0 2 0 2 1 1 0 2 3 0 2 0 1 1 0 0 0 0 2 4 1 0 0 0 3 0 2 1 0 1 0 0 4 2 3 2 0 1 2 2 2 3 3 3 2 7 1 1 2 2 2 1 4 3 0 0 2 1 0 0 2 0 0 1 0 0 1 2 2 1 5 0 2 3 2 0 4 2 0 0 1 0 1 0 2 2 2 0 5 2 1 4 1 2 3 3 1 0 1 1 0 2 2 1 2 0 3 0 2 0 2 2 2 2 0 3 0 3 2 1 0 1 1 1 0 2 6 1 0 0 4 2 2 1 2 3 0 0 0 1 0 0 1 2 4 3 2 1 0 3 1 2 1 1 0 1 1 3 2 1 0 0 1 1 1 0 2 0 1 0 1 1 2 1 1 2 1 2 2 1 1 0 0 3 1 2 0 2 1 1 0 2 3 1 1 1 2 2 0 0 2 0 1 4 0 1 2 2 1 1 0 1 1 2 3 0 2 4 3 5 0 1 0 0 3 0 1 1 0 2 0 1 2 1 1 0 1 1 0 0 0 1 0 1 2 1 0 1 2 1 2 1 0 1 1 2 1 3 1 0 0 5 0 0 0 0 0 1 0 2 0 1 2 0 4 5 0 1 3 2 3 0 1 1 0 1 0 1 1 2 1 0 0 0 0 0 4 2 1 0 3 4 0 0 1 0 0 2 0 3 1 4 0 1 2 0 1 1 0 1 0 0 1 1 0 0 2 0 1 1 1 1 0 2 1 0 2 0 0 2 2 0 0 2 3 1 1 1 1 2 0 3 1 0 3 0 0 5 0 0 4 1 0 0 1 0 6 2 0 0 3 3 1 0 0 3 0 2 1 1 2 5 0 3 1 0 1 0 0 1 1 0 0 0 2 1 3 2 0 0 0 0 1 1 2 1 1 2 1 1 1 3 0 1 1 0 1 0 0 1 1 0 0 0
"PIK3CA" 2 17 5 10 7 6 9 4 3 7 8 2 7 5 5 5 3 3 4 7 3 1 4 6 1 3 2 4 1 2 2 6 5 5 1 8 4 4 2 1 4 2 0 1 3 1 4 3 1 3 3 1 0 4 4 2 0 5 1 1 2 2 6 5 5 2 2 1 2 3 3 2 3 2 0 0 11 4 2 0 1 2 3 2 2 3 0 2 0 4 3 0 1 3 4 4 3 3 1 2 3 2 3 4 4 5 3 1 2 0 2 0 6 0 0 3 2 0 1 3 0 0 0 0 1 0 1 0 0 2 1 2 0 1 0 1 0 3 0 2 1 0 0 3 4 3 1 1 2 2 6 3 3 4 0 2 5 1 1 5 2 5 0 3 6 0 2 4 2 0 0 3 2 0 4 0 0 4 1 2 1 2 0 1 3 2 0 2 1 0 0 0 1 1 2 3 1 4 3 5 4 1 4 5 2 3 2 1 2 3 3 0 2 4 0 1 0 1 0 4 0 0 4 4 1 0 3 3 1 3 0 0 3 3 1 3 3 2 2 0 0 3 0 4 2 4 3 0 1 0 1 0 0 1 2 5 2 1 0 0 2 2 0 0 0 1 2 1 1 3 2 0 0 0 0 0 3 1 1 3 0 0 1 2 1 1 1 1 4 1 1 3 0 0 3 1 0 0 2 1 1 0 4 4 0 1 0 2 2 0 0 2 1 1 4 1 1 0 3 1 1 0 2 1 3 3 1 1 2 2 3 1 0 0 0 4 2 2 4 1 0 1 2 1 0 0 0 1 2 0 0 1 0 1 3 0 1 2 1 1 3 2 1 1 1 1 0 2 1 1 1 2 4 3 2 1 0 0 1 0 6 0 2 1 0 1 6 0 2 1 1 1 1 1 1 0 1 0 1 4 2 1 0 1 0 0 0 4 3 2 0 0 4 0 1 1 0 0 1 0 3 1 6 0 4 1 0 1 1 1 2 1 0 0 0 0 1 2 0 1 1 3 0 0 5 0 1 4 0 0 3 1 0 4 2 3 0 1 1 0 2 0 2 1 1 2 2 0 2 0 1 3 2 0 0 3 0 5 0 1 1 0 3 0 0 0 3 1 3 0 2 3 4 1 1 1 0 2 0 0 0 2 1 0 1 1 2 2 3 3 0 0 1 3 2 0 0 1 1 3 1 0 2 1 1 0 0 1 1 0 0 1 0 0 1
"HMCN1" 2 5 40 27 30 20 23 8 15 22 25 6 21 11 14 17 5 11 16 15 11 6 9 11 15 8 3 10 4 7 7 9 11 13 7 24 5 11 8 2 16 13 10 8 10 6 20 5 2 7 11 4 4 12 13 6 4 11 9 11 3 8 14 16 14 10 12 10 8 9 9 3 6 6 9 0 29 6 9 1 2 6 16 12 11 12 4 3 0 4 4 3 0 7 12 7 8 7 5 12 11 12 8 9 13 22 9 3 3 2 5 1 13 3 6 7 8 3 5 8 4 8 2 3 4 0 0 1 1 3 7 9 6 2 5 2 8 7 0 5 2 4 0 6 7 19 3 7 7 10 16 8 10 7 12 3 21 11 5 10 3 24 3 5 12 0 8 9 9 4 2 4 8 0 3 0 4 4 5 7 4 15 2 6 7 11 3 10 3 2 2 1 1 5 7 8 4 9 7 12 6 10 12 9 7 9 5 3 1 11 5 2 4 7 5 1 6 5 1 5 0 5 7 9 4 2 13 4 5 6 0 3 6 2 4 10 5 14 6 3 2 10 6 7 3 5 11 1 7 4 4 6 1 5 4 10 5 4 2 4 9 4 4 3 8 2 4 5 3 3 7 3 1 4 2 3 6 5 9 3 2 3 5 5 15 4 11 2 7 1 5 5 6 0 5 3 5 0 4 6 4 0 9 9 8 3 0 4 4 1 0 3 0 2 12 1 3 6 6 1 3 2 6 3 5 11 2 6 9 5 6 2 3 2 1 6 8 7 6 4 6 2 8 5 3 1 0 4 10 4 0 3 2 5 8 5 4 4 3 4 8 6 1 3 3 5 4 8 7 5 3 1 16 3 3 8 0 0 5 3 16 1 4 4 7 7 13 2 2 3 1 3 4 2 5 1 3 2 4 5 7 8 0 3 5 3 3 6 8 8 0 6 9 2 5 2 4 2 1 1 12 4 16 5 9 5 0 3 5 3 4 4 1 2 5 1 3 6 1 2 2 3 2 2 9 4 5 8 0 0 5 4 2 10 8 11 1 3 1 2 1 4 12 2 5 2 1 2 13 6 4 10 2 0 2 4 4 14 8 2 0 3 8 4 0 2 10 2 4 1 5 4 11 3 4 1 0 1 0 2 1 6 4 0 3 3 7 6 7 4 0 2 4 4 4 3 5 4 3 3 2 2 9 1 2 2 3 2 2 6 2 4 1 1 3
"TP53" 9 10 27 106 73 41 42 15 31 42 56 13 49 22 32 48 10 24 38 31 25 14 17 16 29 18 5 19 6 18 9 13 24 27 11 57 11 15 12 5 32 22 20 17 19 23 37 9 13 14 28 6 8 19 25 18 9 29 17 20 9 19 25 29 18 12 20 20 15 23 25 5 15 9 15 1 82 14 22 2 3 21 26 18 19 17 15 9 0 9 11 6 0 19 16 11 19 16 23 26 20 23 16 19 31 59 19 4 9 3 11 5 24 8 10 16 16 7 8 13 3 12 1 5 4 1 4 1 3 9 15 16 9 2 7 4 11 17 0 8 2 9 0 17 18 29 12 8 12 23 32 9 17 11 16 7 34 16 9 20 5 38 7 13 27 0 14 12 16 6 1 12 22 3 8 0 8 7 8 18 5 26 2 15 11 14 6 12 8 1 8 10 1 16 13 13 4 18 15 25 11 22 26 22 14 18 6 8 5 15 9 3 10 13 5 3 7 9 1 11 0 13 14 21 9 5 26 6 11 11 7 4 16 4 10 14 12 18 15 3 3 20 13 18 7 11 19 1 7 4 7 8 3 10 8 19 7 14 6 2 19 5 8 8 16 3 9 11 10 11 10 7 1 6 5 6 9 7 14 9 3 6 7 12 19 5 22 5 15 10 8 11 10 0 11 6 11 3 7 11 9 3 13 15 21 5 2 10 5 3 0 9 3 4 27 3 5 14 13 5 5 3 8 6 6 18 6 15 18 13 13 4 7 6 2 12 12 7 13 8 10 5 12 10 5 3 0 7 13 7 0 5 4 6 19 7 8 10 10 10 12 11 3 6 4 9 12 12 13 9 2 3 24 6 3 8 0 0 3 3 32 2 7 9 9 14 34 4 5 9 3 7 7 4 8 4 6 5 6 11 15 13 0 4 6 8 9 11 10 13 1 11 22 3 7 5 7 2 3 5 23 7 33 14 13 8 0 4 4 10 11 7 3 5 8 1 7 16 2 4 4 4 5 3 16 8 6 16 0 3 12 8 4 20 15 20 5 7 4 5 5 7 23 6 8 6 4 3 28 14 8 16 6 1 2 9 7 21 14 5 3 9 14 7 1 4 23 4 7 5 11 4 26 8 11 1 0 2 1 6 2 9 11 0 10 5 15 15 11 9 0 3 7 7 6 4 9 11 7 5 7 4 16 3 4 7 6 9 8 4 3 8 3 3 5
"TTN" 9 7 30 73 129 45 45 18 40 57 72 19 62 21 38 56 11 28 41 37 30 15 23 25 35 21 7 23 6 20 12 12 23 34 17 68 15 18 13 7 37 25 24 21 21 21 41 12 12 15 27 14 11 21 25 20 7 31 19 24 10 22 33 36 19 17 28 24 19 30 30 6 18 18 23 1 95 15 22 2 3 18 32 25 22 27 18 10 0 12 12 8 2 21 24 18 18 19 23 26 25 27 17 21 34 66 19 5 13 6 10 5 22 7 15 20 18 10 11 15 2 13 3 5 5 0 3 1 3 9 18 16 11 8 8 5 17 17 2 6 2 9 0 15 22 37 15 9 14 27 33 13 17 16 21 7 39 16 10 25 11 45 7 16 35 0 16 14 12 9 5 12 26 3 6 0 9 10 12 19 7 31 0 14 14 16 7 19 12 5 12 10 4 13 15 15 5 22 20 30 15 22 27 29 18 20 7 6 5 20 10 2 7 15 7 5 7 11 2 12 0 13 18 24 8 9 26 8 13 13 6 6 20 3 9 19 15 28 18 3 2 25 14 17 8 14 21 4 12 3 7 11 3 10 12 19 10 19 8 5 19 6 13 8 20 4 9 9 14 15 12 8 2 7 5 8 12 11 17 8 2 6 9 15 20 7 28 5 18 9 14 12 8 0 7 7 13 2 8 9 10 4 20 17 26 5 1 11 8 3 0 8 3 6 26 1 10 14 11 7 5 4 11 8 7 22 6 18 21 14 13 5 8 7 3 15 13 11 13 8 10 5 13 14 5 5 0 9 15 7 0 6 6 14 22 8 7 8 11 8 13 14 3 7 6 14 14 15 12 9 4 5 45 8 3 10 0 0 6 3 38 1 11 13 12 17 30 4 5 10 2 8 7 4 10 7 8 6 7 10 15 15 0 8 6 9 9 14 11 15 1 14 23 5 9 3 9 2 2 5 26 7 37 16 14 8 0 9 6 9 10 8 3 6 7 1 6 16 6 4 4 4 7 3 17 9 10 18 2 5 13 9 7 20 21 24 4 10 4 6 6 10 29 5 7 8 5 4 33 15 9 15 11 3 3 8 7 26 15 6 3 9 19 5 4 5 25 8 9 4 15 4 28 6 12 2 0 2 2 6 2 13 11 0 13 7 17 17 15 8 0 3 8 6 6 4 8 13 9 6 8 7 20 4 3 7 6 8 10 5 4 7 4 3 6
"FAT3" 4 6 20 41 45 60 29 12 20 37 35 11 32 12 23 29 7 16 24 22 21 4 12 18 18 14 4 10 4 12 6 8 20 22 7 36 7 13 9 3 20 20 14 12 13 11 26 11 7 10 20 3 8 14 17 11 6 19 16 11 6 9 18 18 16 9 18 13 14 19 15 2 9 10 15 1 43 8 6 2 2 10 18 17 16 18 7 2 0 6 8 3 1 10 15 14 9 13 12 14 18 18 9 17 18 33 15 3 7 2 5 3 12 3 10 12 13 3 7 15 2 7 2 1 5 0 1 1 1 6 15 12 7 5 4 3 10 9 0 3 2 7 0 10 14 21 4 5 10 14 24 6 8 9 10 7 20 10 7 16 6 26 4 7 19 0 8 7 9 4 4 6 15 3 4 0 7 3 5 19 6 22 0 11 10 11 4 9 6 4 5 4 4 9 13 9 4 12 8 14 6 14 22 13 11 14 6 6 3 11 6 1 4 11 4 3 5 8 2 7 0 9 10 13 5 5 17 3 6 8 4 3 8 3 6 12 10 17 9 2 2 14 7 10 5 5 11 2 9 2 7 7 1 9 7 11 5 14 3 5 10 4 11 6 8 1 7 5 8 4 9 6 2 4 4 5 7 5 9 4 1 8 6 9 14 5 15 1 11 7 7 8 7 0 6 3 9 2 5 9 8 1 13 11 19 2 0 6 3 1 0 3 1 2 19 1 4 8 9 1 4 1 9 4 6 12 6 10 17 6 9 3 3 2 1 11 12 6 11 5 7 5 9 8 6 4 0 7 12 6 0 2 5 6 8 5 4 4 9 4 11 10 1 4 4 6 8 12 9 5 2 2 20 5 1 8 0 0 5 2 22 1 6 9 6 11 19 3 4 3 1 4 3 4 10 2 3 4 4 8 11 10 0 2 2 5 3 8 8 7 0 9 12 3 6 3 5 1 2 3 16 3 21 9 9 4 0 5 3 6 3 5 2 4 7 1 2 10 1 3 4 3 4 3 12 7 3 14 0 3 6 5 3 13 12 13 3 4 4 2 2 4 15 5 5 2 2 3 22 9 6 14 7 1 1 4 5 15 9 3 1 3 12 2 3 3 15 6 7 4 9 3 14 6 9 1 0 1 0 4 1 5 7 0 9 4 10 10 8 1 0 3 6 6 5 4 8 11 5 4 3 5 13 2 1 7 6 7 8 3 3 7 1 1 4
"FLG" 3 9 23 42 45 29 67 15 21 31 45 12 38 13 24 34 6 14 23 23 21 8 13 18 21 17 4 14 5 12 9 10 16 20 9 39 9 14 10 5 27 19 12 14 11 12 28 7 7 10 20 10 7 17 20 12 7 16 15 13 9 14 22 22 16 9 18 14 13 20 20 3 9 11 16 1 50 7 9 2 2 14 19 12 18 16 9 8 0 7 7 5 1 17 14 16 8 13 12 14 18 23 15 15 22 41 17 2 7 2 9 3 11 6 12 10 14 9 10 11 2 9 2 4 7 0 2 0 3 7 14 11 7 3 3 2 8 17 0 3 1 5 0 14 14 23 8 9 8 18 24 4 10 11 13 6 26 14 8 18 4 32 6 8 21 0 10 12 10 5 3 8 17 2 5 0 5 7 5 11 2 23 0 13 11 12 2 12 9 3 5 9 5 14 13 11 3 11 10 20 7 15 17 13 14 17 6 5 4 11 8 2 7 11 4 3 3 8 2 5 0 9 10 14 9 4 23 8 10 8 6 9 9 3 8 11 10 22 13 4 2 12 9 13 6 8 15 2 9 4 4 7 0 4 9 10 7 13 4 3 15 4 7 5 12 1 6 6 5 4 10 7 2 4 6 6 9 5 13 5 1 5 7 10 16 6 18 4 9 7 6 9 5 0 6 2 6 1 5 7 4 2 12 10 19 2 2 7 4 2 0 5 1 6 19 2 7 7 8 4 4 1 9 5 4 16 6 12 13 9 12 5 3 4 2 10 11 8 12 7 7 4 9 9 5 3 0 8 9 5 0 4 3 7 15 6 5 5 7 8 13 10 1 5 2 10 9 12 11 6 4 4 21 6 4 10 0 0 4 2 26 1 7 8 7 11 23 1 4 6 2 4 6 2 7 2 3 5 4 7 8 10 0 5 6 6 4 9 8 11 0 10 16 2 8 3 6 2 2 4 15 9 21 11 9 5 0 5 6 7 6 7 2 2 6 1 5 13 3 4 3 2 3 2 10 5 6 12 1 3 9 5 3 11 11 17 3 6 4 3 2 4 22 4 6 3 2 4 19 11 4 15 7 1 2 7 4 18 8 4 3 5 13 4 1 3 19 5 5 2 8 4 17 7 7 1 0 1 0 5 2 6 11 0 10 7 12 10 11 7 0 4 6 8 6 4 7 9 4 3 5 5 11 2 1 5 5 6 5 8 4 7 3 2 6
"HYDIN" 5 4 8 15 18 12 15 24 11 12 19 5 18 4 9 14 2 7 6 12 12 6 7 9 9 8 1 6 1 3 2 7 9 8 1 18 3 6 5 1 11 4 4 5 8 4 16 2 3 4 5 4 2 9 10 6 2 10 6 4 3 10 8 10 5 3 8 5 5 8 7 2 5 7 6 0 21 3 2 0 1 4 9 3 7 6 3 4 0 3 1 1 0 5 6 4 6 3 4 7 9 5 8 7 8 18 8 1 4 1 3 1 5 2 4 3 4 1 2 4 2 4 0 2 3 0 0 0 1 3 5 2 2 2 2 2 2 8 0 2 1 1 0 6 5 9 5 4 5 7 9 4 5 6 7 3 10 4 6 6 5 10 4 6 7 0 6 5 3 2 2 3 4 1 2 0 1 4 2 7 2 9 0 5 6 6 0 5 3 1 1 2 0 2 4 5 3 7 3 12 5 6 8 5 6 7 4 2 1 6 3 1 3 7 2 3 1 3 2 4 0 2 8 7 4 3 7 1 4 4 2 2 3 2 1 5 3 8 10 2 1 7 6 5 2 4 7 1 4 1 1 3 0 5 3 6 4 1 1 1 9 2 2 3 7 1 2 1 4 4 4 2 1 1 2 2 1 1 4 1 1 3 4 5 7 2 6 3 7 4 2 2 1 0 4 3 4 0 5 5 2 0 7 5 6 1 1 2 3 2 0 2 0 4 11 1 2 1 4 2 1 1 3 3 3 9 2 5 5 5 5 1 1 1 0 6 4 4 4 1 3 1 4 5 1 1 0 2 5 1 0 1 1 2 6 2 4 2 5 2 4 5 1 2 1 5 3 4 2 3 2 0 12 3 2 1 0 0 3 0 9 0 7 5 2 4 9 0 2 5 2 4 3 1 5 0 1 4 1 3 5 4 0 1 2 2 1 6 5 5 0 6 5 0 0 1 2 0 1 1 7 4 10 5 2 2 0 3 4 1 2 5 0 1 2 0 2 4 0 3 2 2 2 0 5 3 4 4 0 1 6 2 1 7 4 6 0 2 2 1 1 2 6 3 1 2 3 2 10 2 2 5 2 0 1 4 2 8 3 2 0 4 6 3 1 1 12 1 3 0 5 3 9 2 2 1 0 1 0 2 2 4 2 0 1 2 4 5 7 1 0 0 2 2 1 2 2 4 2 2 3 2 4 0 1 0 1 2 1 1 2 3 1 2 1
"CSMD1" 4 3 15 31 40 20 21 11 55 27 33 5 31 8 20 28 5 13 16 22 18 5 9 13 18 13 4 9 4 7 7 6 13 15 8 33 7 7 5 4 18 14 17 13 12 9 25 5 6 8 14 4 1 12 14 12 4 14 10 13 5 11 15 12 12 7 12 9 9 13 10 2 11 4 8 0 45 5 9 1 2 11 15 11 9 18 4 7 0 4 5 4 0 10 13 9 6 9 9 11 15 16 10 9 22 31 15 3 6 3 6 2 8 5 6 7 12 5 7 10 3 5 0 2 2 0 1 0 3 8 12 7 4 4 5 4 9 11 1 5 2 6 0 9 9 19 4 3 7 13 17 9 6 8 10 3 19 8 5 13 3 20 5 9 17 0 8 10 6 4 2 7 14 0 3 0 5 7 6 12 2 16 0 6 3 8 4 9 9 2 4 3 1 9 9 6 4 11 13 19 5 13 17 12 10 9 6 3 3 10 6 1 5 9 3 4 2 4 1 6 0 7 8 10 8 4 11 4 8 11 4 3 9 2 7 5 9 14 8 0 2 11 6 9 7 7 12 0 7 3 3 4 2 7 5 12 6 11 4 3 12 4 8 3 11 1 4 3 4 4 5 1 2 4 4 5 8 4 11 4 1 4 2 8 11 0 9 1 8 4 8 7 3 0 5 4 3 1 5 8 3 3 8 9 12 5 1 4 2 2 0 3 2 3 13 0 3 5 7 3 2 1 8 4 4 14 2 5 9 9 5 0 3 1 1 9 8 7 8 2 4 5 6 9 4 2 0 6 11 4 0 2 2 6 13 2 3 6 6 5 7 11 0 3 4 8 5 6 4 6 2 2 23 4 2 8 0 0 4 1 15 1 6 7 9 10 15 3 1 8 1 5 3 2 7 5 1 5 3 6 6 9 0 3 5 9 3 7 4 7 1 7 11 3 1 3 5 3 3 3 14 6 22 7 4 6 0 6 3 3 7 5 2 3 3 0 5 8 3 3 3 2 2 1 6 4 7 9 1 1 7 3 3 11 7 13 3 4 2 2 3 5 11 6 1 4 1 1 13 8 2 10 4 0 2 5 4 15 5 3 1 4 10 3 1 3 17 1 5 2 4 3 16 3 3 2 0 1 2 4 0 6 7 0 5 3 9 6 6 3 0 2 2 2 3 2 2 7 4 2 5 4 13 1 0 4 3 2 6 2 3 4 3 1 3
