"SPEN" "PIK3CA" "HMCN1" "TP53" "TTN" "FAT3" "FLG" "HYDIN" "CSMD1" "USH2A" "MUC16" "MAP2" "LRP1B" "SYNE1" "RYR3" "ZFHX4" "MDN1" "COL6A3" "PCLO" "APOB" "DNAH9" "ZDBF2" "KIAA1409" "NEB" "CACNA1E" "FAT1" "FN1" "DNAH3" "FBN1" "TEX15" "ODZ3" "GPR98" "PLXNA4" "FAT4" "VPS13B" "RYR2" "CENPF" "PKHD1" "SACS" "APC" "ADAMTS12" "OBSCN" "ABCA13" "FAT2" "DST" "ODZ1" "XIRP2" "TECTA" "CMYA5" "ABCA12" "AHNAK2" "ATM" "DNAH2" "DNAH11" "LRP2" "DNAH5" "KALRN" "CSMD2" "VCAN" "DNAH8" "FREM2" "DCHS2" "RELN" "ANK2" "SYNE2" "DYNC2H1" "PKHD1L1" "GRIN2A" "TG" "RYR1" "DMD" "TNC" "KIAA1109" "TIAM1" "CUBN" "IDH1" "Unknown" "ATRX" "EGFR" "PTEN" "CIC" "NF1" "FAM135B" "MUC5B" "CTNND2" "C15orf2" "FRG1B" "MUC6" "VHL" "SETD2" "MUC4" "ADAM6" "BAP1" "PRUNE2" "LAMA2" "NELL1" "HCN1" "ZNF208" "ANKRD30A" "PKD1L1" "COL3A1" "ASTN1" "FAM47B" "ODZ2" "COL11A1" "CSMD3" "TSHZ2" "DSEL" "COL1A2" "MTR" "RIMBP2" "ZFP64" "ATRNL1" "KCNA5" "TMEM132D" "WDFY3" "EPHA3" "RANBP2" "TEP1" "MLL2" "KCNQ3" "VWF" "CHD3" "ASXL1" "ZFAT" "MBD6" "TUBGCP6" "B2M" "STAG1" "TRANK1" "SPEF2" "THBS2" "COL24A1" "WRN" "ABCC8" "PTPRJ" "ZNF676" "PTPRT" "KANK1" "CREBBP" "CASC3" "EP400" "LOC643677" "MACF1" "DNAH7" "GPR112" "HUWE1" "ARID1A" "BIRC6" "ASPM" "MLL3" "ZFHX3" "NBEA" "HERC2" "MKI67" "LRRK2" "PCDH15" "VPS13C" "ZNF292" "BAI3" "BRCA2" "MUC17" "USP9X" "ANK3" "SI" "OTOGL" "UTRN" "F5" "PDE4DIP" "HERC1" "ITPR1" "DNAH10" "AHNAK" "MLL4" "DMXL2" "LOC100287226" "RIMS1" "CHD7" "ANKRD30B" "MYO18B" "UNC80" "FBN2" "TAF1" "LYST" "PLCE1" "SCN2A" "VPS13A" "MGAM" "KIAA0947" "TLN2" "MYO16" "TRIO" "CUL9" "ODZ4" "RP1" "COL12A1" "KIF20B" "AFF2" "FCGBP" "ASXL3" "TACC2" "PTPRZ1" "MYH2" "NALCN" "SVEP1" "PCDH17" "SPTBN1" "C2orf16" "CCDC88A" "DCHS1" "ASH1L" "ZNF462" "ARAP2" "MYH11" "PTPN13" "DOCK1" "SETX" "ITPR2" "SYCP2" "CCNB3" "WDFY4" "DMBT1" "EYS" "PEG3" "MED13L" "HIVEP1" "CDH10" "DOPEY2" "MYOM2" "ABCB1" "DOCK10" "MLL" "ALMS1" "MYO10" "PIKFYVE" "HEATR7B2" "FRAS1" "CNTNAP2" "LAMA1" "ATP10A" "SYTL2" "GPR158" "LAMB4" "AKAP6" "BDP1" "PRKDC" "DOCK2" "MAP3K5" "CDH8" "DENND4C" "FNDC1" "CNTNAP4" "MAP3K1" "ASCC3" "ATP8A2" "TRRAP" "RNF213" "MYH7" "KIAA2026" "DNAH17" "BOD1L" "PCDH19" "COL4A6" "CIT" "CRB1" "SCN7A" "ARFGEF2" "PKD1L2" "AKAP9" "MED12" "MYT1L" "NCAM2" "DNAH12" "MSH4" "ATP1A2" "CHD8" "CHD6" "SIPA1L1" "UNC13C" "RGPD3" "SYNJ1" "CNTN6" "SCN8A" "ABCB5" "EPHA5" "PDZRN4" "PXDNL" "DNAH6" "F8" "ABCA8" "MTOR" "PPP1R3A" "ATP7A" "STARD9" "POLE" "MAP1A" "RIF1" "MIA3" "MAGI2" "PPFIA2" "RNF17" "BCOR" "SCN3A" "SDK1" "TAF1L" "PTPN14" "DOPEY1" "DOCK4" "AHCTF1" "NWD1" "FSIP2" "ABCB4" "CXorf57" "PLCG2" "TSHZ3" "GAPVD1" "PTCH1" "SLITRK3" "C11orf41" "PCDHGB1" "DNHD1" "MED14" "YSK4" "HECW2" "DIAPH3" "LRRC7" "MAGI1" "GRIN2B" "MYH8" "DYNC1H1" "MYH3" "JMJD1C" "CAD" "ADAMTS3" "SBF2" "POLQ" "ABCA10" "STXBP5L" "NID1" "DIAPH2" "HFM1" "CUX1" "TPR" "FRY" "NRK" "LIFR" "KAT6A" "CACNA1S" "GRM5" "GOLGB1" "LOXHD1" "PLXNC1" "ZC3H13" "NRXN3" "SLITRK2" "ANO4" "PLXNA2" "KIAA1210" "HEPH" "FANCM" "MYH6" "COL6A6" "NBEAL1" "MED13" "CCDC132" "FREM1" "SEMA6D" "LRRIQ1" "SAMD9" "NCOR1" "PHF3" "SYNM" "KRAS" "IGSF1" "ZMYM3" "LRBA" "EPG5" "DNAH14" "NRG1" "XRN2" "RP1L1" "TMEM131" "ROBO1" "RTTN" "KIF21A" "SCN1A" "FLG2" "SPG11" "ZNF407" "SCN9A" "VPRBP" "CR1" "ATG2B" "FAM135A" "TET1" "THADA" "CENPE" "SLC12A1" "C20orf26" "VPS13D" "PDGFRA" "BRWD3" "PTPRQ" "HEATR1" "PPL" "KIF16B" "CHD9" "MGA" "IGF2R" "ZNF99" "MORC4" "CNTN4" "ADAMTS20" "MCF2L2" "MPDZ" "TNIK" "MYO9A" "GPR179" "DNMBP" "CUL7" "CNTNAP5" "IQGAP2" "NAV3" "THSD7A" "ITGAM" "PCDHB5" "UNC79" "CACNA2D3" "GPRASP1" "FAM83B" "SMG1" "SRRM2" "PHLDB2" "SNRNP200" "KIRREL" "SCAPER" "PCDHA8" "EPHB1" "LRRK1" "CELSR2" "CLASP1" "SLC9A10" "REV3L" "FILIP1" "TRPA1" "A2M" "TNRC6A" "COL19A1" "MSH6" "CDK5RAP2" "SAMD9L" "CACNA1G" "ADAM7" "MAGEC1" "ERBB4" "TPTE" "LRP6" "CACNA1F" "ARHGAP31" "AKAP11" "MYO15A" "CNOT1" "PCDH11X" "NYNRIN" "CCDC73" "DOCK11" "POLA1" "PTPRK" "MXRA5" "KCNT2" "ROS1" "ZEB2" "OTOF" "ZNF709" "PRPF8" "IGSF10" "ANO2" "NRXN1" "SLITRK4" "BRDT" "MON2" "ABCA1" "DSCAML1" "TDRD6" "ARHGAP20" "PCDHGA12" "CPS1" "ARFGEF1" "SPTB" "DEPDC5" "LRP1" "ALG13" "HRNR" "PDZD2" "SORL1" "RASA1" "COL6A5" "TET2" "ANKRD36" "ABCA5" "PLEKHH2" "NFASC" "PAPPA" "FREM3" "PIK3CG" "BSN" "TRPC4" "DGKI" "DUSP27" "PCDHA7" "WDR96" "CEP170" "WDR17" "MCF2" "YLPM1" "PPP2R1A" "DMXL1" "NOS1" "KIF14" "ZC3H12B" "STAG2" "ENPP2" "TRPS1" "ADCY9" "MAP7D2" "TRIP12" "FLNB" "SRGAP1" "PCDHGA5" "CYLC1" "AQR" "DLC1" "ALS2CR11" "CARD6" "SULF1"
"SPEN" 57 19 31 29 49 27 27 11 26 22 38 17 27 38 28 28 20 18 27 18 24 10 12 27 19 19 16 21 21 14 21 22 22 31 19 31 16 15 23 19 14 33 16 22 22 18 20 14 14 17 28 20 18 22 26 29 19 20 16 23 20 15 16 22 27 19 19 6 21 20 19 18 20 17 24 2 0 13 12 13 18 14 15 26 12 10 0 18 1 11 17 0 7 16 14 7 6 11 7 14 6 11 5 14 17 25 8 14 14 11 11 12 8 10 14 19 12 17 16 32 9 15 14 7 9 11 8 12 11 11 11 9 9 8 14 12 6 20 13 24 3 22 0 24 20 13 20 34 16 17 28 22 17 24 15 16 23 14 18 14 18 18 10 27 14 0 17 10 19 16 11 28 18 15 13 0 14 19 0 13 4 22 8 16 13 14 13 12 11 16 15 21 19 14 20 22 8 14 15 15 18 14 14 15 12 18 8 7 13 17 12 15 8 13 14 7 12 17 12 8 1 9 10 15 9 13 16 14 15 11 9 20 16 10 11 10 13 22 18 14 6 11 8 11 10 21 17 7 15 8 10 8 11 18 8 24 25 13 6 8 14 7 5 10 12 8 12 11 23 4 6 9 4 2 8 12 18 13 14 2 5 10 6 8 13 8 18 2 9 10 15 12 6 2 17 17 15 12 12 7 12 8 14 17 10 11 14 11 12 10 0 13 4 9 11 7 13 5 7 6 9 6 5 12 8 14 7 15 14 19 15 14 14 8 11 15 11 7 9 4 9 17 14 17 9 8 1 9 10 12 0 9 19 15 9 9 14 6 7 10 16 13 6 11 8 14 14 18 9 13 13 7 8 10 2 12 1 2 6 7 17 11 14 13 11 13 14 9 16 18 10 14 12 9 13 10 7 12 11 19 12 9 0 11 14 10 11 18 11 5 7 6 8 6 9 6 8 14 10 10 10 9 15 14 7 15 0 10 7 4 10 15 9 7 7 5 9 10 9 21 8 3 17 11 12 11 14 4 12 15 15 10 9 11 14 8 5 3 11 10 20 12 3 5 7 11 3 12 13 7 11 13 10 6 9 21 6 16 2 4 8 9 19 14 8 11 10 16 12 13 20 5 16 23 11 8 3 9 0 12 8 11 13 1 8 17 4 7 7 17 0 4 12 4 14 7 14 17 8 3 10 5 18 15 2 16 19 7 8 7 13 16 7 5 9
"PIK3CA" 19 76 24 32 57 25 25 14 28 21 41 13 30 31 22 20 20 17 21 14 22 9 12 22 18 16 11 17 16 15 16 19 14 29 18 24 14 12 22 17 13 30 17 23 21 15 22 16 18 17 23 15 11 18 18 28 23 18 15 25 15 14 15 23 26 14 13 8 16 22 25 14 17 14 19 2 0 12 10 13 13 14 15 22 11 6 1 13 1 7 21 0 6 16 10 7 10 9 9 16 7 9 6 10 15 24 8 12 13 7 7 9 9 9 14 16 11 15 12 27 9 13 14 12 6 11 12 9 10 17 12 9 9 10 11 15 8 14 10 17 4 17 0 23 16 12 16 40 12 17 21 18 19 19 14 14 18 16 16 12 14 24 10 21 17 1 16 8 17 13 9 19 19 11 12 0 9 19 3 14 2 18 5 15 12 10 11 12 13 10 11 17 12 14 17 20 7 16 12 13 17 11 14 16 11 13 11 8 11 14 13 14 7 16 12 6 12 17 13 5 3 9 6 11 9 15 14 16 14 9 9 17 13 9 6 11 13 15 20 14 7 10 11 10 13 20 7 5 10 6 9 5 8 13 7 19 22 14 4 5 14 8 6 11 7 4 14 10 16 5 8 10 2 4 7 16 14 11 15 1 5 11 7 8 13 6 19 1 10 6 17 8 7 0 13 9 9 9 10 9 13 13 11 14 11 9 16 7 10 7 3 10 4 9 9 10 14 5 9 3 9 5 2 9 9 9 8 15 11 12 13 12 12 9 8 17 10 9 6 6 7 10 7 16 8 9 3 8 9 9 0 10 14 14 6 9 18 8 6 9 17 15 6 10 4 11 9 12 10 13 12 5 6 8 2 8 1 2 1 7 13 5 11 9 10 11 12 7 9 11 9 15 9 7 12 6 7 8 11 18 9 8 1 15 10 12 10 15 10 6 4 6 5 10 12 6 7 11 7 10 11 4 14 11 5 12 2 11 11 4 10 10 4 6 2 6 10 9 11 15 7 3 18 6 12 10 10 3 12 5 13 10 5 8 10 9 6 7 9 10 18 9 9 3 4 8 2 9 12 6 10 11 12 4 9 15 7 15 3 4 7 11 18 12 8 11 10 11 14 10 14 7 17 21 12 9 4 4 0 8 7 14 10 2 8 17 5 7 6 14 0 3 8 6 13 4 10 12 8 4 8 4 13 9 1 11 12 5 11 8 9 16 5 4 11
"HMCN1" 31 24 113 72 88 39 44 19 43 41 68 24 52 53 39 37 28 22 47 25 33 15 12 30 33 21 22 39 29 18 22 28 21 40 23 42 13 27 33 27 21 43 24 33 29 18 34 23 25 26 34 23 23 28 30 46 26 29 25 27 25 29 27 28 30 26 23 15 31 30 31 22 25 22 27 2 0 15 13 13 20 19 22 33 22 10 1 23 1 10 28 0 8 14 29 15 14 13 18 19 10 16 6 15 25 48 13 19 16 13 13 15 14 11 21 25 14 20 16 35 15 18 21 16 14 17 12 11 14 21 18 13 17 11 16 18 7 25 20 30 3 25 0 32 37 16 22 45 20 21 25 29 24 26 24 26 33 20 19 21 21 27 14 31 22 3 19 12 22 20 13 32 21 13 18 0 24 20 4 22 4 26 9 24 14 16 23 13 19 19 18 22 19 18 22 27 11 17 21 21 23 21 25 23 19 23 14 8 19 27 15 17 12 20 16 11 17 16 13 12 8 15 21 28 15 18 17 20 19 14 16 24 21 12 10 9 18 22 25 20 7 18 10 13 18 26 25 11 19 11 14 11 10 16 12 28 25 16 9 16 12 9 7 17 17 13 14 12 25 11 8 16 7 6 12 17 19 15 23 1 6 14 12 7 20 10 25 5 13 14 19 19 8 3 22 15 12 10 20 12 20 9 21 24 14 14 22 14 11 15 5 13 3 12 20 10 15 10 7 7 7 7 4 13 10 21 10 24 15 24 21 16 19 9 9 26 13 8 15 7 13 19 13 16 13 10 2 19 13 17 6 13 22 21 12 12 22 6 13 14 23 18 5 15 8 16 16 15 14 15 15 8 11 13 7 16 3 9 11 7 18 9 19 15 13 18 17 11 16 19 9 20 13 12 18 12 9 16 15 24 14 9 3 15 14 13 13 20 18 12 5 8 13 10 11 10 11 16 11 12 25 10 20 20 11 12 3 12 7 6 14 19 13 10 8 10 14 16 17 26 9 5 20 11 21 11 19 10 12 14 19 12 13 14 26 18 6 10 10 14 26 15 13 9 8 12 4 16 20 12 12 16 18 7 13 22 12 30 4 6 7 12 23 19 7 12 14 19 11 17 27 9 21 26 14 11 10 12 2 13 5 17 19 5 10 18 8 14 7 20 0 8 14 8 17 11 17 14 10 3 8 7 20 13 3 16 17 10 14 9 17 23 6 7 14
"TP53" 29 32 72 291 194 58 73 32 63 57 107 38 91 94 47 45 34 38 72 42 39 20 17 46 34 29 25 34 35 15 17 37 31 58 30 72 21 30 42 38 26 64 36 43 54 19 59 28 36 31 43 31 29 39 41 54 26 41 34 37 28 36 43 33 46 37 38 11 34 38 47 27 28 29 39 2 0 16 13 12 18 19 26 44 31 16 4 32 1 13 48 2 8 19 23 20 25 31 24 21 11 22 6 14 39 78 23 24 18 16 16 14 22 17 22 28 23 20 15 25 14 30 19 18 17 12 10 7 18 19 27 18 19 14 18 18 16 32 16 27 7 27 0 49 47 18 34 44 24 29 20 29 31 27 23 41 56 21 22 36 22 39 14 36 34 6 29 14 28 30 14 38 35 12 24 0 29 26 14 28 10 24 9 21 20 23 19 22 18 27 24 22 17 18 32 39 11 20 22 29 24 21 26 36 30 36 11 6 18 23 19 20 12 16 21 16 22 19 17 10 18 15 30 31 19 21 29 14 19 16 21 20 20 18 16 9 22 32 37 23 15 20 12 27 20 28 29 11 17 8 11 14 12 17 9 30 32 24 14 16 10 16 12 9 17 20 22 9 25 15 15 20 12 6 14 21 23 23 34 5 9 23 17 12 27 16 35 11 17 14 20 21 6 6 20 16 16 15 22 20 18 13 23 45 12 11 18 22 13 15 18 18 4 11 29 8 24 9 6 7 13 11 2 12 5 26 10 18 12 29 16 12 19 13 8 28 15 14 22 10 14 21 11 24 16 8 5 14 14 18 10 13 24 29 17 11 31 16 15 17 21 26 10 16 11 18 21 25 14 19 11 2 12 13 5 19 8 13 19 4 23 12 21 13 14 22 23 12 13 29 6 12 14 12 17 14 14 20 21 33 11 11 9 15 17 17 18 25 17 26 8 15 20 10 14 8 13 12 14 12 36 6 39 21 12 9 5 15 10 9 20 20 13 12 13 13 18 17 17 29 8 1 23 13 22 17 13 11 14 15 21 18 10 18 36 25 8 6 13 15 27 18 27 10 8 14 2 15 23 30 15 24 21 6 14 25 12 44 9 8 12 17 30 23 10 11 22 10 12 19 25 7 36 32 12 16 19 13 6 13 12 13 22 8 13 22 16 23 12 18 2 14 17 8 18 11 20 21 10 7 8 6 27 10 3 15 19 10 10 15 17 30 8 7 25
"TTN" 49 57 88 194 300 72 90 41 93 76 139 51 111 120 75 67 55 50 88 56 56 26 32 63 58 44 39 57 51 30 37 58 46 89 48 87 34 45 67 47 39 83 47 62 61 37 71 43 47 48 58 46 40 62 59 89 46 55 48 58 42 50 55 56 63 50 48 30 52 59 62 39 50 42 59 4 0 28 22 23 35 33 41 65 36 23 6 45 2 21 54 2 14 32 35 23 29 36 29 30 19 29 12 24 54 99 23 30 30 21 28 24 26 23 35 38 30 34 31 60 28 39 28 25 25 25 29 18 22 29 36 25 23 23 30 31 24 47 26 45 11 46 0 67 55 34 46 89 40 38 50 51 52 57 36 57 73 32 35 43 38 58 28 56 40 7 36 21 44 37 27 57 43 24 29 0 43 42 13 34 10 43 20 36 29 33 35 30 29 37 33 41 37 31 44 61 17 37 42 37 41 30 36 48 39 45 24 15 28 39 35 34 20 31 32 23 29 33 25 21 13 27 38 44 27 33 35 30 33 32 25 37 40 25 20 16 31 45 62 38 19 36 24 28 27 47 39 13 26 17 19 20 18 29 20 50 51 33 17 22 25 24 17 20 34 23 32 20 39 19 23 34 13 9 23 31 38 36 51 6 14 29 20 17 37 19 45 12 26 19 36 30 11 7 33 22 27 24 35 29 26 23 38 51 25 21 29 33 18 22 16 28 7 20 45 15 34 18 12 14 25 15 8 25 14 34 19 31 23 42 30 34 28 21 16 41 21 18 26 14 23 38 23 33 24 15 6 24 26 30 10 26 41 40 23 19 38 19 20 24 35 29 13 23 12 30 30 39 22 30 25 12 28 22 14 26 8 16 24 11 36 18 36 28 24 31 36 16 24 38 16 27 23 18 28 18 17 24 25 46 19 19 8 27 28 26 28 41 32 29 8 22 25 17 27 14 16 25 21 25 44 13 44 34 17 26 6 27 14 13 27 34 17 23 17 12 29 29 30 40 16 6 44 24 36 24 27 15 24 26 31 22 17 27 52 29 11 16 19 21 46 27 33 17 11 19 7 25 36 32 26 27 35 8 22 45 16 54 9 11 18 23 43 35 17 25 28 27 24 30 47 16 44 46 26 21 16 20 8 23 16 23 34 9 24 41 24 27 18 38 2 15 28 14 27 14 31 30 17 11 15 11 47 23 4 24 34 15 24 22 22 43 13 7 31
"FAT3" 27 25 39 58 72 99 41 22 33 33 63 20 48 54 36 36 29 26 41 22 23 16 15 30 27 23 20 33 31 14 24 25 22 46 26 41 20 20 29 26 16 43 21 34 27 23 37 19 20 21 32 19 19 28 29 36 23 31 19 27 26 23 30 25 29 22 21 18 27 32 31 20 20 24 29 3 0 16 14 16 17 20 21 28 20 16 1 23 1 13 20 1 6 17 21 12 14 13 12 15 8 17 6 18 20 47 13 17 24 14 17 16 14 15 15 25 16 19 21 36 11 22 16 12 12 14 15 12 13 15 19 11 13 13 15 15 10 25 17 24 4 23 0 33 24 15 25 46 22 21 36 27 24 34 21 28 33 19 20 25 20 22 17 32 15 2 18 13 25 21 17 27 22 19 17 0 22 23 3 17 4 23 7 23 16 15 20 13 19 21 20 26 24 17 23 30 14 21 19 22 22 18 16 25 21 25 13 9 13 20 21 16 14 20 14 13 16 17 16 10 6 11 19 19 13 15 20 20 20 10 8 21 24 11 9 13 18 27 28 21 11 19 13 16 15 28 20 8 13 8 15 9 11 19 9 31 25 18 8 16 15 10 8 18 18 12 15 13 30 10 11 17 5 5 8 19 23 20 24 3 7 13 10 11 20 7 27 2 17 11 22 11 11 3 20 17 18 14 19 12 14 13 25 30 15 12 19 15 12 13 5 14 4 12 23 8 17 9 9 8 13 6 4 13 11 14 12 21 15 24 19 19 16 6 12 19 12 9 14 9 17 15 17 16 15 10 5 15 17 18 2 15 21 18 11 12 20 6 9 17 21 17 9 12 4 14 16 23 14 15 14 10 14 15 4 18 2 9 11 11 17 9 20 14 17 16 21 10 17 19 12 21 14 12 21 11 7 13 19 25 17 10 1 16 16 15 13 18 16 7 6 13 10 12 12 9 8 14 15 12 10 13 20 21 6 15 3 14 6 7 13 17 8 12 5 8 13 14 15 26 7 6 24 12 22 11 14 5 14 14 15 13 10 13 21 12 6 9 14 17 31 13 11 11 7 10 5 15 19 12 15 15 17 5 11 24 9 19 5 5 9 10 21 15 9 15 13 22 16 16 23 9 19 26 15 13 5 7 2 15 4 15 19 1 11 22 6 14 6 23 0 9 13 7 18 9 18 17 9 4 9 8 25 15 1 17 19 8 11 10 11 19 6 4 14
"FLG" 27 25 44 73 90 41 111 21 33 28 64 29 44 48 32 34 30 25 44 21 25 12 16 30 30 22 20 31 28 13 19 25 25 40 22 47 20 17 31 28 16 42 20 31 29 21 34 24 21 22 29 17 17 31 31 30 26 32 23 29 23 20 22 25 30 18 21 12 27 25 29 25 24 21 29 3 0 15 11 9 18 15 16 33 17 15 1 26 1 13 19 1 9 16 23 13 18 13 12 14 12 12 6 14 23 46 10 15 18 11 14 11 14 11 13 22 18 23 20 34 12 22 18 11 15 11 12 12 12 13 18 14 12 13 16 20 11 23 17 27 5 22 0 26 29 18 22 41 22 21 25 26 22 33 24 26 38 16 17 23 18 22 15 32 21 3 24 13 21 22 11 27 25 13 14 0 23 22 5 17 1 21 9 16 11 15 17 19 12 21 19 20 18 12 26 25 9 18 16 23 19 12 16 24 22 28 10 9 11 22 20 18 13 15 19 11 17 20 17 11 7 15 17 18 13 16 14 13 20 14 13 19 20 17 12 11 20 24 27 21 12 15 14 14 14 25 19 9 13 6 12 7 10 18 13 24 28 20 7 16 14 11 8 13 11 12 20 12 25 12 8 15 7 6 10 12 22 22 23 0 6 14 11 8 15 12 27 3 13 12 19 12 7 3 18 15 16 12 19 7 13 9 21 24 12 13 11 15 11 12 6 11 5 13 25 10 19 6 8 6 15 9 4 14 7 13 13 17 11 24 15 16 17 8 10 23 11 8 13 4 10 18 16 12 12 9 1 14 13 16 4 16 20 22 12 9 18 8 12 16 18 20 6 10 8 15 15 17 10 15 14 6 16 11 5 14 2 5 10 7 20 9 22 17 14 16 15 11 13 16 8 17 11 10 22 11 10 13 17 24 15 9 2 17 18 10 16 21 15 7 8 11 13 10 15 9 7 12 13 15 21 9 19 19 9 13 3 13 9 7 12 21 8 9 8 8 15 10 16 23 10 5 22 15 22 11 14 4 12 17 15 13 12 13 24 11 5 7 11 13 24 13 14 11 7 15 3 14 20 16 13 14 17 8 14 23 8 29 4 5 10 12 20 19 9 14 12 20 14 14 21 7 26 29 18 12 6 9 3 14 6 13 17 2 12 24 4 19 6 21 0 5 9 7 17 10 19 19 10 4 10 9 21 13 2 19 20 6 14 11 11 20 4 5 13
"HYDIN" 11 14 19 32 41 22 21 52 18 20 29 10 24 25 15 16 16 12 20 16 17 13 8 16 20 14 9 12 12 9 10 12 8 20 14 19 6 11 16 15 6 21 10 18 13 15 17 13 14 9 14 13 11 13 13 21 11 17 17 12 11 12 15 11 19 15 13 9 16 15 17 7 12 9 15 2 0 10 7 8 8 10 11 21 10 9 0 9 0 9 12 0 4 10 10 7 7 8 5 8 7 9 4 9 10 20 8 7 12 7 5 6 5 6 11 13 10 14 7 19 6 9 9 7 7 4 7 6 5 7 10 4 8 8 10 7 9 10 9 16 5 13 0 16 16 12 11 20 8 11 14 19 14 16 13 10 20 7 14 11 7 17 9 14 10 1 10 7 12 13 6 20 13 6 10 0 10 9 1 10 2 9 8 12 9 9 11 10 11 8 9 9 10 8 16 15 4 13 13 9 10 8 11 13 12 12 7 6 8 12 13 9 8 11 10 6 11 9 8 8 4 4 5 10 11 6 9 8 10 9 6 13 15 8 7 4 10 13 16 10 6 8 10 10 12 15 14 7 10 4 7 2 8 8 6 13 18 16 6 8 6 12 4 8 10 11 11 6 14 4 5 10 4 5 6 11 14 11 16 0 5 5 8 4 8 5 14 2 9 6 10 5 3 2 8 7 9 11 13 8 10 9 10 14 9 6 9 7 8 7 2 8 3 8 14 4 10 4 4 5 7 4 3 8 5 7 7 8 9 15 9 13 8 3 5 14 7 6 7 3 7 9 7 10 5 6 1 11 6 8 4 6 8 12 7 5 10 4 5 11 13 13 2 5 3 9 9 9 6 11 12 5 10 9 3 9 1 3 4 3 12 4 9 6 8 7 6 4 5 12 6 7 9 4 11 6 8 8 9 13 7 4 1 7 12 10 7 11 7 2 4 6 4 8 7 8 4 7 10 5 7 6 13 11 6 10 1 10 6 4 7 12 3 3 6 5 11 7 10 15 6 4 12 8 11 6 10 6 12 4 7 4 7 11 16 7 3 6 6 7 16 8 6 6 4 8 3 4 10 7 5 5 8 2 4 16 4 16 2 3 7 7 11 7 5 11 11 13 7 6 15 4 9 10 7 8 3 5 2 9 5 4 12 1 8 12 5 10 5 13 1 4 8 4 9 3 10 11 6 3 4 2 12 9 0 7 13 3 5 5 8 10 3 4 9
"CSMD1" 26 28 43 63 93 33 33 18 107 34 65 22 54 51 41 38 27 23 41 25 30 11 17 29 25 21 22 26 24 11 21 30 27 48 28 37 15 24 34 25 21 43 24 30 26 20 32 24 25 23 30 20 21 28 29 35 26 26 30 31 17 27 29 25 34 28 20 12 24 32 33 19 27 20 29 1 0 12 13 15 21 18 20 31 18 9 2 23 1 13 24 0 7 21 17 12 9 15 13 14 7 13 6 12 23 41 7 18 22 9 11 14 11 10 20 21 18 18 17 37 13 15 16 12 13 15 17 10 12 17 16 11 10 10 16 20 10 22 14 29 7 29 0 30 23 14 24 45 19 21 27 27 20 28 17 27 33 19 22 21 20 27 15 28 19 2 19 11 24 19 11 25 22 14 14 0 19 21 3 16 4 20 11 20 18 16 19 12 16 24 14 23 20 17 25 36 10 19 20 21 21 16 18 29 18 26 10 6 15 20 15 19 14 21 17 9 14 19 10 11 5 15 18 22 14 14 20 17 18 17 13 21 21 13 7 10 14 22 35 21 9 18 8 15 16 27 17 7 18 11 8 11 12 18 13 27 30 20 8 11 13 9 8 12 14 14 12 10 20 10 13 13 5 5 13 19 17 20 23 3 5 12 9 13 19 9 23 2 13 10 18 12 7 2 18 12 15 15 17 14 13 12 19 24 15 9 15 15 10 13 2 14 2 13 22 6 14 8 8 6 17 6 6 10 8 14 9 19 14 21 18 22 20 11 13 21 10 10 10 9 12 20 15 18 11 7 4 12 15 17 1 13 23 22 11 11 24 5 9 13 20 17 5 8 6 16 15 14 9 16 13 7 11 11 6 14 1 4 10 5 18 9 17 18 14 17 21 8 11 21 13 14 12 8 16 11 9 15 11 21 15 10 4 17 15 15 10 24 15 12 4 9 12 11 14 8 8 18 10 14 23 8 28 22 12 14 0 14 9 7 13 14 9 14 6 6 13 14 15 21 7 6 24 15 20 16 16 6 16 14 17 12 7 16 24 12 4 7 9 12 28 13 11 7 10 9 6 14 18 10 14 13 15 6 14 25 11 31 3 5 12 13 22 19 9 14 13 19 9 19 27 11 21 22 15 12 4 9 1 14 8 12 15 2 15 20 12 11 14 16 0 7 13 11 17 11 14 20 8 8 8 6 30 13 2 13 21 8 13 11 14 28 5 5 15
